# Time-averaged data for fix boxVol
# TimeStep v_boxVol
23180 287670
23190 287600
23200 287685
23210 287890
23220 288088
23230 288286
23240 288450
23250 288520
23260 288608
23270 288618
23280 288676
23290 288684
23300 288646
23310 288647
23320 288837
23330 288818
23340 288816
23350 288813
23360 288788
23370 288824
23380 288911
23390 288944
23400 288829
23410 288816
23420 288699
23430 288610
23440 288576
23450 288522
23460 288582
23470 288536
23480 288493
23490 288543
23500 288585
23510 288462
23520 288365
23530 288309
23540 288403
23550 288483
23560 288528
23570 288501
23580 288505
23590 288618
23600 288644
23610 288551
23620 288502
23630 288514
23640 288580
23650 288523
23660 288447
23670 288419
23680 288438
23690 288510
23700 288668
23710 288745
23720 288767
23730 288680
23740 288597
23750 288493
23760 288647
23770 288668
23780 288847
23790 288909
23800 288833
23810 288625
23820 288604
23830 288731
23840 288887
23850 288913
23860 288968
23870 288938
23880 289031
23890 289051
23900 288985
23910 288906
23920 288894
23930 288886
23940 288922
23950 288924
23960 288838
23970 288775
23980 288742
23990 288737
24000 288879
24010 288902
24020 288965
24030 289107
24040 289221
24050 289288
24060 289428
24070 289431
24080 289412
24090 289322
24100 289386
24110 289486
24120 289474
24130 289419
24140 289213
24150 289074
24160 289104
24170 289249
24180 289267
24190 289331
24200 289384
24210 289565
24220 289584
24230 289418
24240 289184
24250 289114
24260 289086
24270 289042
24280 288980
24290 289000
24300 289030
24310 288940
24320 288922
24330 289005
24340 289108
24350 289126
24360 289154
24370 289191
24380 289099
24390 289147
24400 289178
24410 289090
24420 289052
24430 289038
24440 289067
24450 289043
24460 288965
24470 288861
24480 288715
24490 288708
24500 288785
24510 288840
24520 288822
24530 288795
24540 288802
24550 288801
24560 288789
24570 288707
24580 288776
24590 288824
24600 288735
24610 288758
24620 288776
24630 288806
24640 288739
24650 288687
24660 288657
24670 288658
24680 288644
24690 288728
24700 288564
24710 288458
24720 288406
24730 288432
24740 288344
24750 288326
24760 288450
24770 288573
24780 288595
24790 288522
24800 288464
24810 288558
24820 288579
24830 288535
24840 288586
24850 288637
24860 288686
24870 288631
24880 288693
24890 288742
24900 288692
24910 288718
24920 288782
24930 288908
24940 289014
24950 288955
24960 288962
24970 288929
24980 288963
24990 288997
25000 288907
25010 288851
25020 288941
25030 289003
25040 289137
25050 289094
25060 289046
25070 289061
25080 289202
25090 289227
25100 289310
25110 289283
